"YEAR","FIPS","AV0AA","B78AA","AV1AA","AV1AB","AT5AA","AT5AB","AL8AA","AL8AB","AL8AC","AL8AD","AL8AE","AL8AF","AL8AG","AL8AH","AL9AA","AL9AB","AL9AC","AL9AD","AL9AE","AL9AF","AL9AG","AL9AH","AL9AI","AL9AJ","AK7AA","AK7AB","AK7AC","AK7AD","AK7AE","AK7AF","AB9AA","AB9AB","AB9AC","AB9AD","AB9AE","AB9AF","AB9AG","AB9AH","AB9AI","AB9AJ","AB9AK","AB9AL","AB9AM","AB9AN","AB9AO","AB9AP","AB9AQ","AB9AR","AB9AS","AB9AT","AB9AU","AB9AV","AB9AW","AB9AX","AB9AY","AJ6AA","AJ6AB","AJ6AC","AJ6AD","AJ6AE","AJ6AF","AJ6AG","AJ6AH","AJ6AI","AJ6AJ","AJ6AK","AJ6AL","AJ6AM","AJ6AN","AJ6AO","AJ6AP","AJ6AQ","AJ6AR","AJ6AS","AJ6AT","AJ6AU","AJ6AV","AJ6AW","AJ6AX","AJ6AY","AJ6AZ","AJ6BA","AJ6BB","AJ6BC","AJ6BD","B69AA","B69AB","B69AC","B84AA","B84AB","B84AC","B84AD","B84AE","B84AF","A63AA","A63AB","A63AC","A63AD","A63AE","A63AF","BS4AA","BS4AB","BS4AC","BS4AD","BS4AE","BS4AF","BS4AG","BS4AH","BS4AI","BS4AJ","BS4AK","BS4AL","A67AA","A67AB","A67AC","A67AD","A67AE","A67AF","A67AG","A67AH","A67AI","A67AJ","A67AK","A67AL","C54AA","C54AB","C54AC","C54AD","C54AE","C54AF","C54AG","C54AH","C54AI","C50AA","C50AB","C50AC","C50AD","C50AE","C50AF","C50AG","C50AH","C98AA","BS7AA","BS7AB","BS7AC","BS7AD","B79AA","A88AA","A88AB","A88AC","A88AD","A88AE","AB2AA","BD5AA","AX6AA","CL6AA","AX7AA","AX7AB","BV8AA","BV8AB"
"195",51007,12953,12953,6580,6373,12804,149,10247,2485,496,699,1081,209,72,NA,10247,2485,496,699,1081,209,72,0,0,72,99,0,0,0,50,NA,0,0,0,8,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,50,0,0,NA,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,50,0,0,NA,623,7069,1591,6587,0,6587,6362,225,3850,285,472,1367,1215,2868,380,3536,0,3536,3418,118,1589,3051,0,3051,2944,107,2261,155,146,913,629,1429,264,130,326,454,586,1439,116,5738,69,69,0,0,0,106,134,220,118,222,562,334,512,1463,1387,1449,241115,219,205,590,3940,57946,25,105,166,752,2406,81848,31688,12861,1375,1375,11486,297,2110
"2000",51009,31894,31894,15208,16686,31506,388,25479,5859,1953,908,2436,562,168,NA,25479,5859,1953,908,2436,562,168,33,15,120,117,73,6,0,192,0,0,0,25,0,4,28,8,0,16,0,0,0,0,36,0,3,23,47,6,0,3,105,13,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3275,15236,2782,15431,24,15407,14634,773,9884,1141,1526,3137,3886,5213,528,8024,24,8000,7580,420,3806,7407,0,7407,7054,353,6078,588,674,1606,1964,2853,339,553,852,1531,1922,2360,189,13219,100,94,0,6,11,588,176,356,521,1166,2246,2439,3441,2841,743,697,333135,1125,961,1728,8114,37393,460,537,1020,3202,3496,42876,16952,30277,3238,3238,27039,494,3762
"125",51009,32301,32301,15406,16895,31712,589,24339,7249,2106,1142,3306,695,124,NA,24339,7249,2106,1142,3306,695,124,28,0,96,79,157,25,10,318,NA,0,0,8,0,27,15,0,4,0,0,0,0,0,0,25,10,10,137,25,10,18,188,79,33,NA,0,0,0,0,8,0,27,15,0,0,4,0,0,0,0,0,0,0,0,25,10,10,137,25,10,18,188,79,33,NA,1727,16900,3730,16466,19,16447,15175,1272,9971,1024,1477,2840,3443,6865,817,8390,19,8371,7542,829,3943,8076,0,8076,7633,443,6028,537,664,1522,1805,3425,437,487,813,1318,1638,3440,380,13546,231,227,4,0,52,510,133,346,569,1439,1891,2825,3669,2480,729,870,339185,978,772,1586,9347,45020,385,208,770,2343,4859,56237,22169,31151,3637,3637,27514,529,4878
"195",51009,31775,31775,15290,16485,31205,570,24084,6817,2033,818,3413,553,304,NA,24084,6817,2033,818,3413,553,304,146,0,158,126,185,50,7,202,NA,8,0,26,0,16,18,0,0,33,0,0,0,0,17,8,71,24,90,50,7,0,41,34,127,NA,9,8,0,0,26,0,16,18,0,0,0,33,0,0,0,0,0,0,8,8,71,24,90,50,7,0,41,34,127,NA,1201,17183,4339,15381,6,15375,14485,890,10925,552,1239,2940,2918,6586,1146,8100,6,8094,7485,609,4430,7281,0,7281,7000,281,6495,234,688,1593,1494,3423,668,318,551,1347,1424,3163,478,13405,26,26,0,0,20,229,225,442,383,962,1485,2449,4115,2472,725,1328,379305,741,600,1185,9634,52888,216,238,323,2002,5522,70552,26712,30994,4327,4327,26667,590,5855
"2000",51011,13705,13705,6671,7034,13517,188,10994,2480,896,271,1189,124,43,NA,10994,2480,896,271,1189,124,43,0,7,36,58,41,42,1,46,0,0,0,0,0,0,24,16,0,11,0,0,0,0,7,0,7,12,22,42,1,11,0,6,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,7350,990,6593,0,6593,6404,189,4119,320,518,1357,1805,2303,290,3529,0,3529,3440,89,1539,3064,0,3064,2964,100,2580,166,266,741,922,1278,156,154,252,616,883,1025,134,6033,8,8,0,0,0,66,69,118,162,540,819,665,1160,1617,751,462,178990,653,355,786,3537,36507,266,194,566,1443,1555,41563,18086,13578,1547,1547,12031,431,1576
"125",51011,14952,14952,7374,7578,14840,112,11379,3401,1341,586,1239,235,60,NA,11379,3401,1341,586,1239,235,60,10,0,50,64,27,21,0,0,NA,0,0,7,0,25,0,0,0,0,0,0,0,0,32,0,0,0,27,21,0,0,0,0,0,NA,0,0,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,27,21,0,0,0,0,0,NA,683,8376,1465,7294,11,7283,6676,607,4736,239,612,1235,1628,3122,458,3742,11,3731,3437,294,2098,3552,0,3552,3239,313,2638,129,275,640,848,1559,291,110,337,595,780,1563,167,6161,5,5,0,0,0,9,186,202,59,754,706,729,1194,2058,529,332,180175,493,303,793,4313,50092,238,194,347,874,2632,59186,23021,14768,2425,2425,12343,356,2210
"195",51011,15707,15707,7599,8108,15514,193,11680,3803,1344,441,1467,551,31,NA,11680,3803,1344,441,1467,551,31,0,0,31,43,10,7,0,133,NA,0,0,0,0,0,7,0,0,5,0,5,0,0,0,26,0,0,10,7,0,0,53,25,55,NA,0,0,0,0,0,0,0,7,0,0,0,5,0,5,0,20,0,0,0,6,0,0,10,7,0,0,53,25,55,NA,504,8291,2319,7484,11,7473,7230,243,5238,296,691,1526,1416,3087,468,3816,11,3805,3667,138,2308,3668,0,3668,3563,105,2930,150,413,777,771,1441,264,146,278,749,645,1646,204,6386,45,45,0,0,0,109,153,390,121,417,728,825,1194,2154,877,377,197710,363,371,660,4697,58696,208,153,335,879,2951,68619,28586,15624,2062,2062,13562,192,2931
"2000",51013,189453,189453,95443,94010,136760,52693,30443,102424,32663,18717,41005,10039,3893,NA,30443,102424,32663,18717,41005,10039,3893,593,187,3113,5245,15376,5014,206,26852,0,155,114,848,93,467,602,67,212,188,182,68,131,150,1258,710,1615,836,12925,5014,206,230,1611,731,24280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8829,46402,83613,120803,3475,117328,114040,3288,40530,2560,13453,41146,28184,32589,2871,65127,2852,62275,60570,1705,15903,55676,623,55053,53470,1583,24627,1522,6920,22237,15705,17211,1532,1038,6533,18909,12479,15378,1339,77065,26589,5678,20786,125,448,6475,1581,3888,1872,6466,11620,15316,26410,33812,10790,5872,3063155,4485,2306,5459,74224,63001,1311,765,2215,7646,27966,78877,37706,185295,14371,14371,170924,1145,15224
"125",51013,209077,209077,104287,104790,160365,48712,40599,114810,36095,21171,44323,13221,4956,NA,40599,114810,36095,21171,44323,13221,4956,690,200,4066,6254,16460,5649,291,20058,NA,100,113,1171,151,384,666,37,210,435,61,134,166,268,1374,1073,2122,689,13560,5649,291,409,1363,1000,17286,NA,110,100,16,113,1171,151,384,666,37,27,210,435,61,134,166,8,268,111,1110,1065,2122,689,13560,5649,291,409,1363,1000,17286,NA,6242,38721,111421,142520,3436,139084,134017,5067,36358,1956,14159,53002,29572,38939,4892,75080,2790,72290,69574,2716,13740,67440,646,66794,64443,2351,22618,986,6569,27313,16674,20897,2641,970,7590,25689,12898,18042,2251,81153,37380,12091,24837,452,354,7563,2888,6506,2311,6522,11615,17894,29601,42215,12730,6450,3519700,3108,1843,3767,84274,102459,863,592,1396,4108,34779,136611,61312,206123,14935,14935,191188,1255,16568
"195",51013,233464,233464,116785,116679,179200,54264,47329,125423,39190,21397,49182,15654,6448,NA,47329,125423,39190,21397,49182,15654,6448,1298,138,5012,6769,20030,7161,312,19992,NA,177,84,1035,215,487,741,177,223,301,87,49,64,268,1582,1429,3620,823,15437,7161,312,257,1250,543,17942,NA,16,177,37,84,1035,215,487,741,177,102,223,301,87,49,64,16,268,295,1132,1413,3620,823,15437,7161,312,257,1250,543,17942,NA,6206,36521,130252,154461,3458,151003,146900,4103,41267,2437,13233,53172,35052,44275,6292,81332,2976,78356,76211,2145,16031,73129,482,72647,70689,1958,25236,1129,6781,27120,18741,23921,3640,1308,6452,26052,16311,20354,2652,85878,40620,11044,29178,398,810,7373,3819,9968,1418,6845,11821,17101,29956,45042,16416,9920,4038685,4267,1693,3660,97412,120071,926,470,1431,3711,42728,160810,71841,230287,15625,15625,214662,2169,21786
"2000",51015,65615,65615,32995,32620,64690,925,47957,16462,4921,2248,8259,1034,271,NA,47957,16462,4921,2248,8259,1034,271,14,17,240,488,160,0,9,268,0,0,0,129,0,8,98,7,0,0,0,8,0,7,37,194,25,19,116,0,9,12,173,29,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715,34865,7029,33835,34,33801,32962,839,18025,1794,2461,6483,9310,12541,1246,18327,34,18293,17852,441,7633,15508,0,15508,15110,398,10392,1004,1232,3560,4962,6799,770,790,1229,2923,4348,5742,476,30445,43,43,0,0,7,558,241,1167,1012,2570,4492,6045,8601,5684,1609,1281,742775,1481,1378,3278,18720,43045,542,650,1967,6703,9114,48579,19744,63498,3685,3685,59813,538,7567
"125",51015,73662,73662,37616,36046,72059,1603,52864,18723,6147,2359,8774,1443,472,NA,52864,18723,6147,2359,8774,1443,472,0,32,440,441,353,5,27,777,NA,0,0,85,48,0,73,0,0,0,0,0,0,0,70,264,0,31,223,5,27,0,426,48,303,NA,0,0,0,0,85,48,0,73,0,0,0,0,0,0,0,0,0,0,70,264,0,31,223,5,27,0,426,48,303,NA,3175,39018,10468,35984,135,35849,34114,1735,24000,1565,2764,5956,7724,15925,2050,18758,123,18635,17540,1095,11783,17226,12,17214,16574,640,12217,797,1553,3104,3875,8201,1228,768,1211,2852,3849,7724,822,31635,80,62,18,0,0,536,498,1075,1073,2290,4353,5988,8957,6497,2040,1551,784835,1678,1439,2905,22275,50971,829,474,1393,5639,12613,60302,23882,69815,6476,6476,63339,940,10789
"195",51015,75079,75079,38267,36812,73151,1928,53264,19264,6137,2747,8535,1845,623,NA,53264,19264,6137,2747,8535,1845,623,45,15,563,470,423,126,0,909,NA,0,11,119,27,60,87,44,18,23,0,0,18,27,28,13,71,11,336,126,0,0,206,70,633,NA,0,0,0,11,119,27,60,87,44,0,18,23,0,0,18,0,27,0,28,13,71,11,336,126,0,0,206,70,633,NA,2144,40439,12526,36527,110,36417,35140,1277,25984,1306,3212,6624,6609,16087,2689,19206,101,19105,18506,599,12680,17321,9,17312,16634,678,13304,588,1839,3589,3494,8175,1521,718,1373,3035,3115,7912,1168,32405,83,80,3,0,23,437,149,1554,1332,2860,3925,4717,9426,7745,1772,1320,789965,1200,1193,2500,24646,62711,446,366,932,4194,15019,73522,30272,70773,6128,6128,64645,927,14175
"2000",51017,5048,5048,2532,2516,4832,216,3808,968,190,108,610,60,56,NA,3808,968,190,108,610,60,56,7,0,49,16,22,0,0,178,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,22,0,0,0,16,0,162,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,2869,412,2617,0,2617,2506,111,1507,80,140,456,725,1093,123,1489,0,1489,1436,53,540,1128,0,1128,1070,58,967,44,70,284,396,637,58,36,70,172,329,456,65,2190,0,0,0,0,0,189,21,64,179,390,292,353,428,355,174,229,58480,213,116,261,1463,35013,84,30,181,607,555,41276,23092,4970,387,387,4583,108,731
"125",51017,4713,4713,2286,2427,4562,151,3771,791,183,61,488,59,0,NA,3771,791,183,61,488,59,0,0,0,0,0,34,0,0,117,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,22,0,95,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,22,0,95,NA,274,2629,557,2502,0,2502,2424,78,1384,105,106,377,589,1195,130,1303,0,1303,1284,19,608,1199,0,1199,1140,59,776,21,34,235,263,694,56,84,72,142,326,501,74,2085,7,7,0,0,0,89,22,78,81,186,239,330,389,335,358,285,66610,134,107,147,1620,51528,101,12,80,425,765,53883,27471,4654,648,648,4006,182,737
"195",51017,4307,4307,2201,2106,4216,91,3242,974,337,35,273,329,0,NA,3242,974,337,35,273,329,0,0,0,0,0,28,0,0,63,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,39,11,13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,39,11,13,NA,121,2527,500,2126,0,2126,1955,171,1499,30,380,393,309,981,33,1019,0,1019,971,48,764,1107,0,1107,984,123,735,16,105,190,158,532,18,14,275,203,151,449,15,1703,28,28,0,0,0,38,15,141,161,444,317,208,69,412,49,124,40975,81,115,149,1456,49738,17,0,73,278,732,65710,27527,4231,460,460,3771,71,833
"2000",51515,6299,6299,2995,3304,6201,98,4629,1556,471,162,814,109,16,NA,4629,1556,471,162,814,109,16,0,0,16,37,20,18,13,10,0,0,0,7,0,10,20,0,0,0,0,0,0,0,0,0,9,0,11,18,13,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,3363,684,2865,23,2842,2465,377,2205,143,235,552,787,854,294,1467,14,1453,1268,185,880,1398,9,1389,1197,192,1325,102,111,270,386,420,178,41,124,282,401,434,116,2230,0,0,0,0,7,103,14,67,176,595,459,245,205,391,198,85,47015,465,198,476,1381,28792,192,88,248,596,473,35023,15423,5894,1160,1160,4734,141,1127
"125",51515,6103,6103,2729,3374,5948,155,3921,1946,662,204,869,211,81,NA,3921,1946,662,204,869,211,81,0,0,81,63,55,0,0,37,NA,0,0,0,0,0,35,0,0,0,0,0,0,0,28,0,0,0,55,0,0,0,16,0,21,NA,0,0,0,0,0,0,0,35,0,28,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,16,0,21,NA,337,3116,933,3046,0,3046,2855,191,1990,148,209,646,466,1361,216,1401,0,1401,1314,87,702,1645,0,1645,1541,104,1288,10,43,340,238,638,132,138,166,306,228,723,84,2589,0,0,0,0,4,84,27,41,329,958,450,134,212,282,259,80,45185,405,188,358,1772,35863,134,40,242,611,732,42303,22116,5865,1243,1243,4622,73,1037
"195",51515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",51019,60371,60371,30107,30264,59273,1098,41708,17298,5983,3283,6885,1147,267,NA,41708,17298,5983,3283,6885,1147,267,8,21,238,436,414,7,9,232,0,0,39,123,17,16,123,24,0,0,10,0,0,19,65,0,43,17,354,7,9,0,29,108,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2986,30558,8869,31345,0,31345,30426,919,16119,1517,2023,6043,9088,11639,1035,17008,0,17008,16476,532,6479,14337,0,14337,13950,387,9640,850,1164,3191,4761,6463,579,667,859,2852,4327,5176,456,28628,49,25,16,8,25,185,149,895,532,2087,2938,4478,6963,7187,2993,1858,808025,1664,1126,3016,17992,43136,673,541,1949,6067,8910,49303,21582,59943,4263,4263,55680,806,6877
"125",51019,68750,68750,33950,34800,67512,1238,46375,20694,6831,3896,8475,1492,443,NA,46375,20694,6831,3896,8475,1492,443,123,39,281,446,488,55,25,224,NA,35,0,141,0,0,53,0,0,35,0,5,21,66,48,42,191,0,297,55,25,0,23,119,82,NA,0,35,0,0,141,0,0,53,0,0,0,35,0,5,21,0,66,23,25,42,191,0,297,55,25,0,23,119,82,NA,2123,34784,12123,35381,75,35306,33081,2225,20096,1626,2477,5289,7929,16007,2053,19035,47,18988,17778,1210,8184,16346,28,16318,15303,1015,11912,863,1311,2859,4112,8697,1193,763,1166,2430,3817,7310,860,30460,146,121,25,0,0,209,379,1331,640,1928,3801,4850,7581,7443,3050,1901,848985,1290,1244,2391,22092,56906,473,401,1245,4624,12953,69018,28360,68377,6017,6017,62360,745,10458
"195",51019,78376,78376,38462,39914,76090,2286,50626,24639,7745,4288,10247,2359,825,NA,50626,24639,7745,4288,10247,2359,825,74,66,685,545,758,184,9,790,NA,27,0,108,0,15,32,0,0,25,60,0,0,29,134,115,50,10,698,184,9,58,143,210,379,NA,0,27,0,0,108,0,15,32,0,0,0,25,60,0,0,11,29,39,95,104,50,10,698,184,9,58,143,210,379,NA,1835,38298,16558,38381,8,38373,36986,1387,26327,1563,3455,6581,6797,17453,2532,20704,8,20696,19812,884,10832,17677,0,17677,17174,503,15495,759,1845,3763,3606,9371,1360,804,1610,2818,3191,8082,1172,33827,3,3,0,0,0,407,421,1632,640,2621,3093,4779,8578,9262,3806,1879,941120,1478,1028,2680,26131,64199,626,276,1037,4317,16342,76536,33678,77746,6917,6917,70829,1045,15065
"2000",51021,6871,6871,3747,3124,6815,56,3361,3445,252,190,2970,33,9,NA,3361,3445,252,190,2970,33,9,0,0,9,33,16,0,0,7,0,6,0,0,0,8,19,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,3795,457,2820,0,2820,2693,127,2903,125,195,622,713,1072,93,1621,0,1621,1572,49,1532,1199,0,1199,1121,78,1371,63,132,376,365,616,69,62,63,246,348,456,24,2500,13,13,0,0,0,22,29,66,103,177,218,345,560,659,147,355,85740,350,193,474,1538,30397,122,135,325,690,630,35765,17744,6215,768,768,5447,218,748
"125",51021,6827,6827,3858,2969,6761,66,3764,2963,217,379,2187,180,34,NA,3764,2963,217,379,2187,180,34,0,0,34,40,17,0,0,9,NA,0,0,0,0,0,8,0,0,0,0,0,0,0,32,0,0,0,17,0,0,0,0,0,9,NA,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32,0,0,0,17,0,0,0,0,0,9,NA,414,4127,576,2806,0,2806,2577,229,2957,108,276,342,837,1070,173,1552,0,1552,1358,194,1678,1254,0,1254,1219,35,1279,87,120,139,536,527,143,21,156,203,301,543,30,2424,0,0,0,0,14,48,16,38,148,115,135,388,465,721,290,240,73400,200,174,269,1821,42658,84,45,193,579,908,52587,18712,5989,851,851,5138,184,974
"195",51021,6388,6388,3564,2824,6371,17,3588,2775,162,215,2304,94,8,NA,3588,2775,162,215,2304,94,8,0,0,8,11,6,0,0,0,NA,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,NA,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,NA,220,4024,701,2436,0,2436,2305,131,3052,73,161,465,503,1038,196,1240,0,1240,1138,102,1810,1196,0,1196,1167,29,1242,59,62,303,204,497,115,14,99,162,299,541,81,2213,13,5,8,0,0,15,29,15,29,242,198,189,618,640,181,173,65620,136,125,341,1765,48531,22,29,173,488,1017,54977,22522,5480,564,564,4916,159,1206
"2000",51023,30496,30496,15227,15269,30207,289,22441,7644,1871,1330,4030,413,122,NA,22441,7644,1871,1330,4030,413,122,8,5,109,110,104,0,0,75,0,4,0,38,0,10,30,0,0,0,0,0,0,0,17,11,6,11,87,0,0,7,24,27,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467,15912,4242,16171,8,16163,15719,444,8033,984,892,2694,4580,6429,592,8687,8,8679,8419,260,3338,7484,0,7484,7300,184,4695,553,475,1466,2443,3438,312,431,417,1228,2137,2991,280,14835,71,71,0,0,0,73,61,479,291,1071,1568,1915,4372,4055,984,784,402250,696,564,1418,8984,48731,230,216,937,2610,5179,55125,22218,30012,1559,1559,28453,261,3730
"125",51023,33074,33074,16213,16861,32440,634,23102,9141,2586,1458,4584,513,197,NA,23102,9141,2586,1458,4584,513,197,13,6,178,401,139,7,0,87,NA,40,0,206,12,5,71,0,0,29,0,0,0,0,22,16,62,0,77,7,0,0,3,31,53,NA,0,40,0,0,206,12,5,71,0,0,0,29,0,0,0,0,0,0,22,16,62,0,77,7,0,0,3,31,53,NA,808,17435,5358,17552,0,17552,16674,878,9154,873,1281,2129,3849,8424,996,9267,0,9267,8781,486,3793,8285,0,8285,7893,392,5361,519,648,1137,2000,4386,577,354,633,992,1849,4038,419,15417,31,31,0,0,0,56,142,689,267,890,1320,1842,4977,4545,1096,709,411775,390,483,964,10985,66053,179,199,488,1932,7138,75414,30137,32663,2184,2184,30479,324,5214
"195",51023,33343,33343,16365,16978,32590,753,21960,10369,3109,1532,4846,882,261,NA,21960,10369,3109,1532,4846,882,261,20,7,234,270,117,27,3,336,NA,7,0,50,32,0,84,12,0,0,0,0,0,0,71,25,10,9,87,27,3,0,20,111,205,NA,0,7,0,0,50,32,0,84,12,0,0,0,0,0,0,0,0,0,71,25,10,9,87,27,3,0,20,111,205,NA,835,16734,6943,16624,14,16610,16083,527,11078,671,1371,2706,2877,7790,1209,8896,14,8882,8593,289,4628,7728,0,7728,7490,238,6450,251,743,1527,1525,4121,729,420,628,1179,1352,3669,480,14592,0,0,0,0,0,93,181,995,326,804,1221,2106,3651,4590,1144,1024,416450,489,382,993,11400,71110,197,162,280,1466,7533,85838,35893,32938,2126,2126,30812,448,6747
"2000",51520,17367,17367,7825,9542,17116,251,8264,8783,546,668,7356,213,69,NA,8264,8783,546,668,7356,213,69,4,0,65,97,72,0,8,74,0,6,14,25,0,0,28,0,0,0,0,0,0,0,16,8,0,31,41,0,8,16,0,0,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,8730,2106,7684,6,7678,7179,499,6595,371,739,1649,2092,2478,355,3992,6,3986,3715,271,2221,3692,0,3692,3464,228,4374,247,319,837,1152,1256,181,124,420,812,940,1222,174,6569,45,45,0,0,14,171,43,120,331,1272,1807,1331,1055,555,247,244,123485,1255,872,1429,4158,27389,462,386,775,1857,1378,34266,17311,16715,2715,2715,14000,424,2992
"125",51520,17747,17747,8291,9456,17521,226,7587,9888,794,764,8126,204,46,NA,7587,9888,794,764,8126,204,46,0,0,46,32,130,0,0,64,NA,0,0,14,0,0,10,0,0,0,0,0,0,8,0,0,110,0,20,0,0,0,34,0,30,NA,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,110,0,20,0,0,0,34,0,30,NA,968,9118,2402,7966,0,7966,6944,1022,6500,305,919,1780,1672,2819,471,3891,0,3891,3488,403,2682,4075,0,4075,3456,619,3818,106,440,845,862,1387,251,199,479,935,810,1432,220,6218,57,57,0,0,0,191,182,139,656,1190,1486,1284,870,663,322,177,115820,897,793,1392,4675,30636,502,298,736,1421,1892,39562,18999,17263,3873,3873,13390,443,2893
"195",51520,16912,16912,7961,8951,16734,178,7715,8956,704,571,7322,359,63,NA,7715,8956,704,571,7322,359,63,0,0,63,50,11,29,0,88,NA,12,0,14,0,0,0,0,0,0,0,0,0,24,0,0,10,1,0,29,0,0,41,0,47,NA,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,10,1,0,29,0,0,41,0,47,NA,384,8632,3068,7415,0,7415,6966,449,6267,480,530,1669,1435,2795,506,3683,0,3683,3402,281,2712,3732,0,3732,3564,168,3555,150,360,775,796,1367,235,330,170,894,639,1428,271,6089,59,59,0,0,19,337,95,287,239,1182,1399,1275,1047,1016,200,241,131405,740,618,1082,4894,37500,263,187,346,1138,2298,53902,23015,16592,3753,3753,12839,410,3036
"2000",51025,18419,18419,9776,8643,18289,130,13668,4578,834,257,3348,139,43,NA,13668,4578,834,257,3348,139,43,1,3,39,19,28,9,0,74,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,10,18,9,0,0,42,20,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,9457,1384,6987,17,6970,6467,503,8087,393,617,1174,1868,2572,363,3466,17,3449,3230,219,4584,3521,0,3521,3237,284,3503,208,262,567,901,1333,195,185,355,607,967,1239,168,5834,53,53,0,0,0,143,127,206,354,481,707,751,1403,1136,449,876,189420,1077,507,958,3720,31288,425,192,656,1569,1484,38354,14890,15469,2559,2559,12910,495,2044
